"id","metagenomes_id","domain","phylum","class","order","family","genus","species","strain","abundance","avg_evalue","evalue_std_dev","avg_percent_ident","percent_ident_std_dev","avg_align_len","align_len_std_dev"
244005,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides massiliensis","Bacteroides massiliensis",2,-101.00,0.00,99.47,0.00,189.00,0.00
244006,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salanitronis","Bacteroides salanitronis",5,-34.00,0.00,100.00,0.00,72.00,0.00
244007,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","-","-","-",2,-21.05,0.22,100.00,0.00,51.05,0.22
244008,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","-","-",167,-24.50,2.52,100.00,0.00,56.50,4.54
244009,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","Butyricimonas virosa","Butyricimonas virosa",19,-24.25,1.89,100.00,0.00,56.00,2.83
244010,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","-","-",7,-21.00,0.00,100.00,0.00,51.00,0.00
244011,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella","Tannerella forsythia","Tannerella forsythia",5,-21.50,0.51,100.00,0.00,51.50,0.51
244012,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","-","-",49,-34.12,11.09,99.99,0.14,72.60,18.27
244013,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella pallens","Prevotella pallens",1,-21.57,1.51,99.16,1.05,51.86,2.27
244014,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","-","-",24,-24.12,2.46,99.94,0.35,56.00,3.93
244015,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii","Alistipes finegoldii",3,-56.00,0.00,99.10,0.00,111.00,0.00
244016,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis","-",8,-28.00,0.00,100.00,0.00,63.00,0.00
244017,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii","Alistipes shahii WAL 8301",84,-56.00,0.00,99.10,0.00,111.00,0.00
244018,2376,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","Rikenella microfusus","Rikenella microfusus",3,-21.00,0.00,100.00,0.00,51.00,0.00
244019,2376,"Bacteria","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga canimorsus","Capnocytophaga canimorsus",7,-21.00,0.00,100.00,0.00,50.50,0.51
244020,2376,"Eukaryota","Chlorophyta","Ulvophyceae","Bryopsidales","Udoteaceae","Rhipiliopsis","Rhipiliopsis profunda","Rhipiliopsis profunda",5,-21.93,0.70,100.00,0.00,51.87,1.41
244021,2376,"Bacteria","Firmicutes","-","-","-","-","-","-",305,-25.03,5.21,100.00,0.10,56.90,8.90
244022,2376,"Bacteria","Firmicutes","Bacilli","Bacillales","-","-","-","-",4,-30.51,5.87,100.00,0.00,65.78,10.02
244023,2376,"Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus cycloheptanicus","Alicyclobacillus cycloheptanicus",1,-26.00,0.00,100.00,0.00,59.00,0.00
244024,2376,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus subtilis","Bacillus subtilis",2,-24.00,0.00,100.00,0.00,56.00,0.00
244025,2376,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus","-","-",1,-25.00,0.00,100.00,0.00,57.00,0.00
244026,2376,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","-","-","-",1,-34.00,0.00,100.00,0.00,73.00,0.00
244027,2376,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella elegans","Granulicatella elegans",5,-21.00,0.00,100.00,0.00,51.00,0.00
244028,2376,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","-","-",5,-47.25,39.36,100.00,0.00,95.25,67.25
244029,2376,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus","Pediococcus acidilactici","Pediococcus acidilactici",67,-28.00,4.03,100.00,0.00,62.50,6.54
244030,2376,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","-","-","-",7,-91.00,31.39,99.78,0.23,170.50,53.17
244031,2376,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","-","-",7,-23.00,0.00,100.00,0.00,55.00,0.00
244032,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","-","-","-","-",798,-31.59,9.65,99.88,1.07,68.51,16.66
244033,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","-","-",102,-30.33,13.15,99.93,0.52,66.33,22.60
244034,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium aminophilum","Clostridium aminophilum",1,-46.00,0.00,100.00,0.00,93.00,0.00
244035,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium bartlettii","Clostridium bartlettii DSM 16795",1,-41.00,0.00,100.00,0.00,84.00,0.00
244036,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium indolis","Clostridium indolis",5,-35.00,0.00,100.00,0.00,73.00,0.00
244037,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium leptum","Clostridium leptum DSM 753",1,-28.00,0.00,92.75,0.00,69.00,0.00
244038,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium nexile","Clostridium nexile DSM 1787",3,-50.00,14.73,100.00,0.00,99.33,24.54
244039,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium paradoxum","Clostridium paradoxum",2,-26.00,0.00,99.92,0.38,59.00,0.00
244040,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium phytofermentans","Clostridium phytofermentans ISDg",1,-35.00,0.00,100.00,0.00,73.00,0.00
244041,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. Kas107-2","Clostridium sp. Kas107-2",7,-25.00,0.00,100.00,0.00,57.50,0.71
244042,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-14","Clostridium sp. enrichment culture clone 7-14",15,-53.00,12.19,99.93,0.23,104.82,21.04
244043,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-25","Clostridium sp. enrichment culture clone 7-25",67,-55.57,5.02,100.00,0.00,108.79,8.63
244044,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sticklandii","Clostridium sticklandii",1,-40.00,0.00,100.00,0.00,83.00,0.00
244045,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium tetani","-",8,-28.00,4.17,100.00,0.00,62.50,7.02
244046,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XI. Incertae Sedis","-","-","-",1,-22.00,0.00,100.00,0.00,52.00,0.00
244047,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales Family XI. Incertae Sedis","Peptoniphilus","-","-",1,-34.00,0.00,100.00,0.00,72.00,0.00
244048,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","-","-",2,-43.00,0.00,100.00,0.00,87.00,0.00
244049,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium coprostanoligenes","Eubacterium coprostanoligenes",63,-39.61,10.09,100.00,0.00,81.94,17.08
244050,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium eligens","Eubacterium eligens ATCC 27750",3,-75.43,0.19,99.97,0.09,143.00,0.00
244051,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium fissicatena","Eubacterium fissicatena",1,-23.00,0.00,100.00,0.00,55.00,0.00
244052,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium hallii","-",1,-48.75,1.89,91.96,0.50,111.75,4.50
244053,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ramulus","Eubacterium ramulus",8,-22.00,0.00,100.00,0.00,51.00,0.00
244054,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium rectale","-",2,-50.67,0.50,85.89,0.39,130.00,0.00
244055,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium siraeum","-",29,-39.70,13.65,100.00,0.00,81.80,22.65
244056,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium","Eubacterium ventriosum","Eubacterium ventriosum ATCC 27560",2,-23.60,0.55,100.00,0.00,55.10,0.55
244057,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","-","-","-",13,-49.59,5.67,99.97,0.18,98.56,9.41
244058,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio crossotus","Butyrivibrio crossotus DSM 2876",1,-37.00,0.00,100.00,0.00,78.00,0.00
244059,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Butyrivibrio","Butyrivibrio fibrisolvens","Butyrivibrio fibrisolvens",3,-44.00,0.00,100.00,0.00,88.00,0.00
244060,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus","Coprococcus catus","Coprococcus catus GD/7",7,-32.25,5.32,100.00,0.00,68.75,8.62
244061,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea longicatena DSM 13814",1,-100.00,0.00,100.00,0.00,185.00,0.00
244062,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hespellia","Hespellia stercorisuis","Hespellia stercorisuis",23,-32.50,1.76,100.00,0.00,69.50,2.81
244063,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","Lachnospira multipara","Lachnospira multipara",1,-34.00,0.00,100.00,0.00,72.00,0.00
244064,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Robinsoniella","Robinsoniella peoriensis","Robinsoniella peoriensis",5,-46.57,13.08,100.00,0.00,93.71,22.25
244065,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia inulinivorans","Roseburia inulinivorans",27,-55.00,0.00,99.08,0.00,109.00,0.00
244066,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","unclassified (derived from Lachnospiraceae)","Lachnospiraceae bacterium 14-2","Lachnospiraceae bacterium 14-2",3,-32.67,4.04,100.00,0.00,70.00,6.93
244067,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","-","-","-",1,-27.00,0.00,100.00,0.00,60.00,0.00
244068,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii","Faecalibacterium prausnitzii A2-165",23,-73.69,15.55,99.75,0.05,139.48,25.88
244069,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","-","-",8,-47.50,3.83,100.00,0.00,95.12,6.70
244070,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus albus","Ruminococcus albus 8",31,-37.94,6.42,100.00,0.00,79.15,10.83
244071,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus bromii","-",12,-58.00,0.00,99.12,0.00,114.00,0.00
244072,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus callidus","Ruminococcus callidus",33,-23.78,3.10,100.00,0.00,54.84,5.09
244073,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus flavefaciens","-",78,-40.84,12.10,100.00,0.04,84.22,20.52
244074,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus gnavus","Ruminococcus gnavus",60,-68.89,16.47,99.61,0.37,131.89,28.80
244075,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus lactaris","Ruminococcus lactaris ATCC 29176",1,-116.00,0.00,99.53,0.00,213.00,0.00
244076,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus","Ruminococcus torques","Ruminococcus torques ATCC 27756",1,-26.00,0.00,100.00,0.00,58.00,0.00
244077,2376,"Bacteria","Firmicutes","Clostridia","Clostridiales","unclassified (derived from Clostridiales)","Blautia","-","-",1,-73.00,0.00,98.93,0.51,140.00,0.00
244078,2376,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","-","-","-",3,-30.55,2.06,100.00,0.00,66.45,3.50
244079,2376,"Bacteria","Firmicutes","Erysipelotrichi","Erysipelotrichales","Erysipelotrichaceae","unclassified (derived from Erysipelotrichaceae)","-","-",13,-30.14,3.01,99.92,0.37,65.64,5.09
244080,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","-","-","-","-",1,-41.00,2.83,100.00,0.00,84.00,4.24
244081,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","-","-","-",83,-32.97,2.84,100.00,0.11,70.72,4.84
244082,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister micraerophilus","Dialister micraerophilus",79,-26.05,2.94,100.00,0.00,58.48,4.84
244083,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","-","-",2,-32.02,1.05,100.00,0.00,69.03,2.06
244084,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera elsdenii","Megasphaera elsdenii",7,-45.95,0.22,99.95,0.24,92.00,0.00
244085,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera micronuciformis","Megasphaera micronuciformis",10,-31.50,0.51,100.00,0.00,68.50,0.51
244086,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Pectinatus","Pectinatus cerevisiiphilus","Pectinatus cerevisiiphilus",4,-29.00,3.46,100.00,0.00,64.00,5.77
244087,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Selenomonas","Selenomonas ruminantium","Selenomonas ruminantium",83,-44.29,7.96,100.00,0.00,89.62,13.37
244088,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Sporomusa","Sporomusa ovata","Sporomusa ovata",3,-25.00,0.00,100.00,0.00,57.00,0.00
244089,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","-","-",2,-22.00,0.00,100.00,0.00,52.00,0.00
244090,2376,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","Veillonella parvula","Veillonella parvula",6,-25.25,2.06,100.00,0.00,57.75,3.77
244091,2376,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas","Rhodopseudomonas palustris","Rhodopseudomonas palustris",1,-24.67,2.31,100.00,0.00,56.67,4.04
244092,2376,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Anaplasma","Anaplasma phagocytophilum","Anaplasma phagocytophilum",4,-45.67,11.02,100.00,0.00,92.33,18.50
244093,2376,"Bacteria","Proteobacteria","Betaproteobacteria","-","-","-","-","-",1,-25.14,2.67,100.00,0.00,58.43,4.28
244094,2376,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","-","-",2,-33.00,0.00,100.00,0.00,71.00,0.00
244095,2376,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","-","-",1,-29.67,1.53,100.00,0.00,65.00,2.30
244096,2376,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","-","-",21,-91.00,8.91,99.67,0.31,172.86,15.10
244097,2376,"Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter lanienae","Campylobacter lanienae",145,-92.50,2.89,99.44,0.01,176.50,1.73
244098,2376,"Bacteria","Proteobacteria","unclassified (derived from Proteobacteria)","unclassified (derived from Proteobacteria)","unclassified (derived from Proteobacteria)","unclassified (derived from Proteobacteria)","unidentified proteobacterium","unidentified proteobacterium",2,-124.00,6.99,99.85,0.24,223.67,11.88
244099,2376,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Leptospiraceae","Leptospira","-","-",6,-21.00,0.00,100.00,0.00,51.00,0.00
244100,2376,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Spirochaetaceae","Treponema","-","-",21,-24.24,0.43,99.98,0.20,56.21,0.50
244101,2376,"Bacteria","Spirochaetes","Spirochaetes (class)","Spirochaetales","Spirochaetaceae","Treponema","Treponema bryantii","Treponema bryantii",1,-23.00,0.00,100.00,0.00,53.00,0.00
244102,2376,"Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","-","-",4,-33.33,4.04,100.00,0.00,71.67,6.35
244103,2376,"Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma","Mesoplasma lactucae","-",1,-22.00,0.00,100.00,0.00,52.00,0.00
244104,2376,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Akkermansia","Akkermansia muciniphila","-",1,-32.00,0.00,100.00,0.00,69.00,0.00
244105,2377,"Bacteria","-","-","-","-","-","-","-",117,-32.71,13.08,99.97,0.22,70.26,21.85
244106,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","-","-","-","-",41,-37.93,9.59,99.93,0.29,78.47,16.45
244107,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Corynebacteriaceae","Corynebacterium","-","-",1,-23.00,0.00,100.00,0.00,53.00,0.00
244108,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Microbacteriaceae","Rathayibacter","Rathayibacter rathayi","Rathayibacter rathayi",1,-108.00,0.00,99.50,0.00,202.00,0.00
244109,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter citreus","Arthrobacter citreus",1198,-60.65,20.20,99.71,0.57,117.66,34.08
244110,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Actinomycetales","Propionibacteriaceae","Propionibacterium","Propionibacterium acidifaciens","Propionibacterium acidifaciens",1,-87.00,4.24,98.25,0.82,171.50,0.71
244111,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","-","-","-",2,-23.52,1.20,100.00,0.00,54.85,2.02
244112,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Atopobium","-","-",3,-24.40,0.81,100.00,0.00,56.40,0.81
244113,2377,"Bacteria","Actinobacteria","Actinobacteria (class)","Coriobacteriales","Coriobacteriaceae","Slackia","Slackia heliotrinireducens","Slackia heliotrinireducens DSM 20476",1,-23.00,0.00,100.00,0.00,53.00,0.00
244114,2377,"Eukaryota","Arthropoda","Insecta","Isoptera","Rhinotermitidae","Coptotermes","Coptotermes formosanus","Coptotermes formosanus (Formosan subterranean termite)",27,-23.28,3.57,100.00,0.00,54.58,6.17
244115,2377,"Bacteria","Bacteroidetes","-","-","-","-","-","-",5,-22.40,1.83,99.87,0.45,53.17,3.12
244116,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","-","-","-","-",1,-21.00,0.00,100.00,0.00,51.00,0.00
244117,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","-","-",8,-46.56,10.30,99.47,0.60,94.40,18.07
244118,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides capillosus","Bacteroides capillosus ATCC 29799",5,-46.50,2.67,100.00,0.00,94.00,4.28
244119,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides chinchillae","Bacteroides chinchillae",1,-44.00,0.00,100.00,0.00,89.00,0.00
244120,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salanitronis","Bacteroides salanitronis",2,-34.00,0.00,100.00,0.00,72.00,0.00
244121,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","-","-",29,-24.50,2.54,100.00,0.00,56.50,4.57
244122,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Butyricimonas","Butyricimonas virosa","Butyricimonas virosa",2,-23.00,0.00,100.00,0.00,54.00,0.00
244123,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","-","-",11,-21.00,0.00,99.92,0.40,51.00,0.00
244124,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Tannerella","Tannerella forsythia","Tannerella forsythia",3,-22.00,0.00,100.00,0.00,52.00,0.00
244125,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","-","-",17,-30.85,6.54,99.97,0.20,66.93,10.87
244126,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella buccae","-",1,-21.00,0.00,99.84,0.57,51.00,0.00
244127,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","-","-",7,-28.19,5.48,99.94,0.33,62.89,9.23
244128,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis","-",7,-34.67,7.81,100.00,0.00,74.00,13.17
244129,2377,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes shahii","Alistipes shahii WAL 8301",1,-40.00,0.00,100.00,0.00,83.00,0.00
244130,2377,"Bacteria","Firmicutes","-","-","-","-","-","-",75,-25.51,7.24,99.98,0.22,57.70,12.33
244131,2377,"Bacteria","Firmicutes","Bacilli","-","-","-","-","-",17,-28.95,8.10,100.00,0.00,63.88,13.13
244132,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","-","-","-","-",5,-60.00,1.95,99.96,0.19,115.55,3.50
244133,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","-","-","-",6,-62.23,5.72,99.56,0.45,120.17,9.27
244134,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","-","-",33,-60.53,13.41,99.71,0.46,117.93,23.49
244135,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus licheniformis","Bacillus licheniformis",1,-22.00,0.00,100.00,0.00,52.00,0.00
244136,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus psychrodurans","Bacillus psychrodurans",12,-115.25,1.50,99.53,0.01,211.75,2.50
244137,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus psychrosaccharolyticus","Bacillus psychrosaccharolyticus",19,-65.75,0.50,99.80,0.40,126.00,0.00
244138,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus","Oceanobacillus picturae","Oceanobacillus picturae",5,-57.00,0.00,100.00,0.00,111.00,0.00
244139,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","-","-","-",1,-35.15,0.67,99.94,0.28,73.35,1.57
244140,2377,"Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","-","-",1,-32.35,1.57,99.94,0.27,69.65,2.91
244141,2377,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","-","-",10,-64.44,12.86,99.95,0.19,124.18,21.84
244142,2377,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","-","-",1,-23.00,0.00,100.00,0.00,53.00,0.00
244143,2377,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","-","-",2,-27.00,0.00,100.00,0.00,61.00,0.00
244144,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","-","-","-","-",112,-30.79,8.70,99.91,0.87,67.13,14.86
244145,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","-","-","-",2,-31.38,1.51,100.00,0.00,68.25,2.43
244146,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","-","-",20,-37.01,18.05,99.87,0.32,77.64,31.11
244147,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium bartlettii","Clostridium bartlettii DSM 16795",1,-70.00,0.00,100.00,0.00,133.00,0.00
244148,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium litorale","Clostridium litorale",1,-43.00,0.00,100.00,0.00,88.00,0.00
244149,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium lituseburense","Clostridium lituseburense",1,-66.00,0.00,99.22,0.00,128.00,0.00
244150,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium nexile","Clostridium nexile DSM 1787",5,-73.00,0.00,100.00,0.00,138.00,0.00
244151,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium phytofermentans","Clostridium phytofermentans ISDg",1,-61.00,0.00,100.00,0.00,118.00,0.00
244152,2377,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium","Clostridium sp. enrichment culture clone 7-14","Clostridium sp. enrichment culture clone 7-14",2,-64.00,4.24,99.61,0.54,123.50,9.19
